step,bleu
66000,0.1449980245523977
66200,0.1393896598924248
66400,0.14242225253374366
66600,0.14608271452938118
66800,0.1410396136038461
67000,0.15100677253057468
67200,0.1447970387105873
67400,0.14558928627795006
67600,0.15149087256119967
67800,0.13355364933830216
68000,0.13734512939915544
68200,0.14169527626039277
68400,0.14163424990650528
68600,0.13898248317508194
68800,0.14274188374208122
69000,0.1427138982817706
69200,0.15109709364715498
69400,0.13864202527410596
69600,0.1455611768041532
69800,0.14596879890859074
70000,0.1424074961072241
70200,0.14975759643534547
70400,0.16077891246323991
70600,0.14226684553644664
70800,0.14559556648663866
71000,0.15229395510463198
71200,0.14456325479268384
71400,0.15162621403034682
71600,0.14868552432341203
71800,0.14254082964674736
72000,0.1447941382231205
72200,0.1524115811625916
72400,0.13903944549328456
72600,0.14565358433110065
72800,0.13711305410250857
73000,0.1401524743514753
73200,0.1483713945249564
73400,0.13906564648532332
73600,0.14596883734044516
73800,0.14774023813631598
74000,0.14630837660895704
74200,0.14365745664487273
74400,0.13579983238451407
74600,0.14665493025144244
74800,0.15190424888214438
75000,0.14056070792981595
75200,0.14444578751818524
75400,0.15273289389247943
75600,0.14858938409193895
75800,0.1326095650094044
76000,0.14199390131702386
76200,0.14152269620400598
76400,0.14044783984319253
76600,0.1364750745481188
76800,0.1464271587023046
77000,0.14984160367175164
77200,0.1399193222578445
77400,0.14515848392139463
77600,0.14815784277487382
77800,0.1389629539752938
78000,0.13004561167823955
78200,0.14254982448147976
78400,0.14366803634254083
78600,0.1402957861912235
78800,0.13657750879570654
79000,0.13870120915092454
79200,0.14458247614104197
79400,0.139594903147725
79600,0.14411946574120668
79800,0.14605930320413124
80000,0.142165182733241
80200,0.14857573896118803
80400,0.1400541521248364
80600,0.15466941763246528
80800,0.1310757606474636
81000,0.14666112127505315
81200,0.1475383559105482
81400,0.1428573405417983
81600,0.14358149213409652
81800,0.14012947950915106
82000,0.15165641925648266
82200,0.1429389366194345
82400,0.14426639498268132
82600,0.14556149131919377
82800,0.13592571261842656
83000,0.14454833547585247
83200,0.14327110782401414
83400,0.13970465416568864
83600,0.14198975896213897
83800,0.1532874002322047
84000,0.13924769135747014
84200,0.1463116484346258
84400,0.13070941260822702
84600,0.1476284545409911
84800,0.14791533965070064
85000,0.13930169329217254
85200,0.14268255213001976
85400,0.14890414595927728
85600,0.14227158397589926
85800,0.15081241285349803
86000,0.14281853461993868
86200,0.15014556033123208
86400,0.13947118448790394
86600,0.14785966215904178
86800,0.14536581838033402
87000,0.14593813960553337
87200,0.13939226380309874
87400,0.13497888549848674
87600,0.14658426789394377
87800,0.14729376164455457
88000,0.1370410811018421
88200,0.13517445783049106
88400,0.13828581058656225
88600,0.14362339782630562
88800,0.1451287490528645
89000,0.14968074032698947
89200,0.1486030309333263
89400,0.14858674059044286
89600,0.14150091239707194
89800,0.14532092835261096
90000,0.1430862631207242
90200,0.14723020376779414
90400,0.15257281816301643
90600,0.1472233740282891
90800,0.1544471878140182
91000,0.1425677472622098
91200,0.15706882003202693
91400,0.14928583125263772
91600,0.14835664443664714
91800,0.14339329707137358
92000,0.14894189178302958
92200,0.13907604755592395
92400,0.14568435282555567
92600,0.15112957416550285
92800,0.14644068180230896
93000,0.15402213935941894
93200,0.1462650473094816
93400,0.14852163635300997
93600,0.14903600492632244
93800,0.14525684621360258
94000,0.13643101155942353
94200,0.14993752825011522
94400,0.14039446468107505
94600,0.14600674470350572
94800,0.14814054094425452
95000,0.1534169992612865
95200,0.15583703356834908
95400,0.13778361341217663
95600,0.15517067652406813
95800,0.14742185822931614
96000,0.15027683437731038
96200,0.15322007502545207
96400,0.14143034363778356
96600,0.1460057080232635
96800,0.13803453529589305
97000,0.1507854337095789
97200,0.13949988315120984
97400,0.14684886234789196
97600,0.15393627747270797
97800,0.15009199163631098
98000,0.13696824729853213
98200,0.1476313654244795
98400,0.15391633036730748
98600,0.15371824449322807
98800,0.14594069583428412
99000,0.14702696853189304
99200,0.14777707689702263
99400,0.15106144702701646
99600,0.14973065851351036
99800,0.15512596172914947
100000,0.14654147574477783
100200,0.14520728591160986
100400,0.138618646380518
100600,0.14767724342723026
100800,0.14805133020741554
101000,0.13998708753673153
101200,0.15116806958683474
101400,0.1528298861477382
101600,0.15016053529373852
101800,0.14667717051985746
102000,0.1523880873837509
102200,0.1492230163846744
102400,0.1471861399854259
102600,0.14408048379407185
102800,0.14453250398944537
103000,0.1479759469389357
103200,0.14101691301394936
103400,0.1496753110806655
103600,0.1483083452484593
103800,0.14200198717944543
104000,0.14813269547719143
104200,0.1457280192762789
104400,0.14627482813945505
104600,0.14469177974094516
104800,0.13953859573897717
105000,0.1418400567123617
105200,0.13619981965819772
105400,0.15090009142797087
105600,0.13941991321401848
105800,0.1464633743855725
106000,0.15033704525417907
106200,0.14169147124899134
106400,0.148392617967052
106600,0.15324275091103445
106800,0.15394987726221893
107000,0.15081630540278385
107200,0.14779354213459003
107400,0.1524315606683512
107600,0.14540896738516904
107800,0.1348493399661216
108000,0.14518060315165368
108200,0.14461385952415037
108400,0.14730356970539782
108600,0.14463790020657338
108800,0.14440821443735855
109000,0.14701873798237744
109200,0.13561810271372804
109400,0.14477448732122258
109600,0.14630216724970255
109800,0.15057991325825376
110000,0.13266041734452466
110200,0.13925582092719263
110400,0.14354393013014938
110600,0.1529558132236772
110800,0.15227660749748725
111000,0.15196253433697815
111200,0.14446066475234942
111400,0.1450169732473166
111600,0.1412802286139608
111800,0.13610876036401495
112000,0.1402695452425247
112200,0.1390619604035462
112400,0.14348805768590434
112600,0.134847152038717
112800,0.1412908396086464
113000,0.14372861387548727
113200,0.14704911686533187
113400,0.138964700058289
113600,0.15116889443904918
113800,0.145368512027759
114000,0.13681902068740975
114200,0.14562103696863218
114400,0.15308816485950166
114600,0.14405755155693256
114800,0.1450656742667108
115000,0.15107180480588528
115200,0.15526577154777307
115400,0.14591815229052404
115600,0.14488216151748087
115800,0.13603071814653722
116000,0.1453470846477295
116200,0.12811582171602728
116400,0.14072115664356863
116600,0.1476127866128646
116800,0.1483246474431648
117000,0.15161077648987975
117200,0.1460584608159528
117400,0.14438216241173338
117600,0.1372751405828928
117800,0.1338466250705248
118000,0.1451234486294848
118200,0.1465253935706903
118400,0.14487591256700555
118600,0.14632706139453325
118800,0.14057828841843148
119000,0.1410476794668155
119200,0.1526477498976172
119400,0.15054385097421005
119600,0.1474553418052353
119800,0.14712013134413712
120000,0.15089232911202435
120200,0.14833595832337107
120400,0.1415692870532846
120600,0.1535108888036707
120800,0.13990813417570463
121000,0.1486414269435443
121200,0.13957114710183297
121400,0.14405261224737914
121600,0.15304374837672155
121800,0.14850745715530597
122000,0.14044056515582018
122200,0.143078779709353
122400,0.13880693111759604
122600,0.14740405179703278
122800,0.14033929163344708
123000,0.14701672919086212
123200,0.15170457878962035
123400,0.14991095012973246
123600,0.15021427518018524
123800,0.1466952456071669
124000,0.14005121429126682
124200,0.14097498189223473
124400,0.14344266029273062
124600,0.15077456743629053
124800,0.1451032777382641
125000,0.14856833647547993
125200,0.15144293594446326
125400,0.15155650078979538
125600,0.14159689161135866
125800,0.14121944724946497
126000,0.14986706492119528
126200,0.13920735984625013
126400,0.13217484458371814
126600,0.14939379484088453
126800,0.15279116971553056
127000,0.14564316645143102
127200,0.1470762197052601
127400,0.13431011345655164
127600,0.14263584501589768
127800,0.14470061756418687
128000,0.14487588332765758
128200,0.137369837694839
128400,0.1515717240278642
128600,0.14335621319731764
128800,0.14290812425970303
129000,0.14908532962962723
129200,0.1317984957561687
129400,0.14227031598008422
129600,0.14942830121309023
129800,0.14322176600829256
130000,0.14125436334196564
130200,0.14952708752758592
130400,0.14949900039315106
130600,0.14867639509127503
130800,0.1402533222270026
131000,0.1450252616741014
131200,0.14710079999976708
131400,0.14729731113847858
131600,0.1579770695329716
131800,0.14900581206035113
132000,0.13903313696172842
132200,0.1473099464908788
132400,0.14422693894362765
132600,0.14532708316288961
132800,0.14845316390988966
133000,0.1553763084476283
133200,0.14029130023985417
133400,0.15358265958468278
133600,0.14336729067305515
133800,0.14761313874568446
134000,0.1371802907295187
134200,0.14394142232646456
134400,0.15454854611816357
134600,0.15354192731923139
134800,0.13872250638450528
135000,0.14476788443866892
135200,0.14815136286325611
135400,0.14503449207972782
135600,0.14682608910874848
135800,0.14788290620473524
136000,0.1501432310739935
136200,0.1563643728928004
136400,0.1479980966883897
136600,0.14864108165282633
136800,0.14594168195609392
137000,0.13960271397596988
137200,0.14877625830565105
137400,0.14359137533699246
137600,0.1385618044975267
137800,0.1381948933870784
138000,0.14626633610170628
138200,0.15673269314186525
138400,0.14658151140148545
138600,0.13294101247664183
138800,0.149071702745438
139000,0.14198362032302092
139200,0.15920739564084693
139400,0.14093300331842612
139600,0.14880141845712713
139800,0.14844118645582144
140000,0.14588095058723463
140200,0.1451325272848658
140400,0.1486331727030477
140600,0.13719247440078677
140800,0.1427128569513716
141000,0.14549429310000528
141200,0.14642662817148894
141400,0.13634212633598458
141600,0.14609714797947965
141800,0.14699114529917146
142000,0.14507902223661387
142200,0.15211634429089024
142400,0.14631691159312335
142600,0.13212480073338115
142800,0.15490003344429432
143000,0.1434305366441198
143200,0.1424548092568566
143400,0.1415331811080404
143600,0.14424705789405426
143800,0.1440206758700146
144000,0.14943015134195167
144200,0.1370126389649094
144400,0.14606742622261296
144600,0.13835158773829076
144800,0.14062283514691107
145000,0.13510704504331703
145200,0.15395027966322203
145400,0.12438268864866683
145600,0.1389186519073778
145800,0.13789669317504746
146000,0.13959053868066354
146200,0.13891451736483543
146400,0.15222453576184453
146600,0.14905371667398667
146800,0.13717230344863518
147000,0.14798485028055247
147200,0.1484041976352594
147400,0.15124799152762156
147600,0.147912893484829
147800,0.1332640991328556
148000,0.15073522609056758
148200,0.1429690977863372
148400,0.1406951358960698
148600,0.13773067949425982
148800,0.14402294403654428
149000,0.14590895212857116
149200,0.14836762762635902
149400,0.15044394475015782
149600,0.1465909727568048
149800,0.14711414018344535
150000,0.1481129346279576
150200,0.13694332244106983
150400,0.15557412584209182
150600,0.15096136624360443
150800,0.14294659343804086
151000,0.1356809394369305
151200,0.1388722865839353
151400,0.14265709268382612
151600,0.13744211838035555
151800,0.14579644133126296
152000,0.14531150657982947
152200,0.13679368876882933
152400,0.1414740426418755
152600,0.14581824899915244
152800,0.13801083266261055
